04.04.2026 00:00:00;Поступление на контракт клиента 766563-57819-270555;9 765,18;BYN;04.04.2026;0,00;9 765,18;;
02.05.2026 00:00:00;Поступление на контракт клиента 456778-46421-263032;24 449,97;BYN;02.05.2026;0,00;24 449,97;;
02.03.2026 00:00:00;Поступление на контракт клиента 877572-46048-356787;3 941,02;BYN;02.03.2026;0,00;3 941,02;;
Всего по контракту;Зачислено;Списано;Комиссия/Money-back;Изменение баланса;
;275 913,41;0,00;0,00;275 913,41;

Операции по ........2222
Дата транзакции;Операция;Сумма;Валюта;Дата операции по счету;Комиссия/Money-back;Обороты по счету;Цифровая карта;Категория операции;
30.04.2026 00:00:00;CH Debit BLR MINSK MOBILE BANK;-75,33;BYN;30.04.2026;0,00;-75,33;;Прочее
30.04.2026 00:00:00;CH Debit BLR MINSK MARKET "ETA";-470,44;BYN;30.04.2026;0,00;-470,44;;Коммунальные услуги
30.04.2026 00:00:00;Retail BLR MINSK SHOP "ALPHA";-1 983,51;BYN;30.04.2026;0,00;-1 983,51;;Магазины продуктовые
30.03.2026 13:42:43;CH Debit BLR MINSK RESTAURANT "EPSILON";-1 465,20;BYN;30.03.2026;0,00;-1 465,20;;Магазины хозтоваров
30.03.2026 00:00:00;CH Payment BLR MINSK PHARMACY "ZETA";-317,51;BYN;30.03.2026;0,00;-317,51;;Магазины хозтоваров
29.03.2026 19:21:51;Retail BLR MINSK MOBILE BANK;-1 401,61;BYN;29.03.2026;0,00;-1 401,61;;Магазины одежды
29.03.2026 00:00:00;CH Debit BLR MINSK SERVICE "THETA";-1 056,08;BYN;29.03.2026;0,00;-1 056,08;;Аптеки
29.03.2026 00:00:00;Retail BLR MINSK RESTAURANT "EPSILON";-1 371,05;BYN;29.03.2026;0,00;-1 371,05;;Прочее
28.04.2026 00:00:00;CH Debit BLR MINSK CAFE "GAMMA";-683,22;BYN;28.04.2026;0,00;-683,22;;Магазины продуктовые
28.03.2026 00:00:00;CH Debit BLR MINSK INTERNETBANK;-2 201,65;BYN;28.03.2026;0,00;-2 201,65;;Коммунальные услуги
28.03.2026 00:00:00;Retail BLR MINSK MOBILE BANK;-2 281,35;BYN;28.03.2026;0,00;-2 281,35;;Магазины хозтоваров
28.02.2026 00:00:00;Retail BLR MINSK STORE "DELTA";-2 262,95;BYN;28.02.2026;0,00;-2 262,95;;Магазины продуктовые
27.04.2026 00:00:00;CH Debit BLR MINSK STORE "DELTA";-74,25;BYN;27.04.2026;0,00;-74,25;;Коммунальные услуги
27.03.2026 00:00:00;Retail BLR MINSK SUPERMARKET "BETA";-1 683,16;BYN;27.03.2026;0,00;-1 683,16;;Ресторация / бары / кафе
27.03.2026 00:00:00;Retail BLR MINSK MOBILE BANK;-1 534,01;BYN;27.03.2026;0,00;-1 534,01;;Магазины одежды
27.03.2026 00:00:00;CH Debit BLR MINSK SHOP "ALPHA";-553,91;BYN;27.03.2026;0,00;-553,91;;Магазины хозтоваров
27.03.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-1 406,63;BYN;27.03.2026;0,00;-1 406,63;;Прочее
27.03.2026 00:00:00;CH Payment BLR MINSK SUPERMARKET "BETA";-2 566,50;BYN;27.03.2026;0,00;-2 566,50;;Денежные переводы
27.02.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-2 159,54;BYN;27.02.2026;0,00;-2 159,54;;Аптеки
27.02.2026 00:00:00;CH Payment BLR MINSK STORE "DELTA";-281,07;BYN;27.02.2026;0,00;-281,07;;Аптеки
27.02.2026 00:00:00;Retail BLR MINSK MARKET "ETA";-252,76;BYN;27.02.2026;0,00;-252,76;;Магазины хозтоваров
27.02.2026 00:00:00;Retail BLR MINSK SHOP "ALPHA";-1 486,49;BYN;27.02.2026;0,00;-1 486,49;;Цифровые товары
26.02.2026 00:00:00;Retail BLR MINSK SUPERMARKET "BETA";-1 372,22;BYN;26.02.2026;0,00;-1 372,22;;Магазины хозтоваров
26.02.2026 00:00:00;CH Debit BLR MINSK SERVICE "THETA";-1 009,85;BYN;26.02.2026;0,00;-1 009,85;;Ресторация / бары / кафе
25.04.2026 00:00:00;CH Debit BLR MINSK SERVICE "THETA";-638,67;BYN;25.04.2026;0,00;-638,67;;Магазины хозтоваров
25.04.2026 00:00:00;CH Debit BLR MINSK CAFE "GAMMA";-2 707,43;BYN;25.04.2026;0,00;-2 707,43;;Магазины продуктовые
25.03.2026 00:00:00;CH Debit BLR MINSK MOBILE BANK;-2 861,49;BYN;25.03.2026;0,00;-2 861,49;;Цифровые товары
25.03.2026 00:00:00;CH Debit BLR MINSK INTERNETBANK;-2 018,81;BYN;25.03.2026;0,00;-2 018,81;;Коммунальные услуги
25.03.2026 00:00:00;CH Payment BLR MINSK INTERNETBANK;-1 988,64;BYN;25.03.2026;0,00;-1 988,64;;Коммунальные услуги
25.02.2026 00:00:00;CH Payment BLR MINSK INTERNETBANK;-2 862,46;BYN;25.02.2026;0,00;-2 862,46;;Магазины хозтоваров
25.02.2026 00:00:00;CH Payment BLR MINSK PHARMACY "ZETA";-222,51;BYN;25.02.2026;0,00;-222,51;;Аптеки
24.04.2026 08:55:21;Retail BLR MINSK INTERNETBANK;-213,91;BYN;24.04.2026;0,00;-213,91;;Транспорт - Такси
24.04.2026 00:00:00;CH Payment BLR MINSK INTERNETBANK;-1 863,05;BYN;24.04.2026;0,00;-1 863,05;;Ресторация / бары / кафе
24.03.2026 00:00:00;CH Debit BLR MINSK MARKET "ETA";-187,73;BYN;24.03.2026;0,00;-187,73;;Коммунальные услуги
24.03.2026 00:00:00;Retail BLR MINSK INTERNETBANK;-1 379,25;BYN;24.03.2026;0,00;-1 379,25;;Магазины хозтоваров
24.03.2026 00:00:00;Retail BLR MINSK SUPERMARKET "BETA";-1 948,07;BYN;24.03.2026;0,00;-1 948,07;;Магазины продуктовые
23.04.2026 00:00:00;CH Debit BLR MINSK STORE "DELTA";-71,97;BYN;23.04.2026;0,00;-71,97;;Денежные переводы
23.04.2026 00:00:00;CH Debit BLR MINSK MOBILE BANK;-131,90;BYN;23.04.2026;0,00;-131,90;;Прочее
23.03.2026 00:00:00;CH Debit BLR MINSK SERVICE "THETA";-599,52;BYN;23.03.2026;0,00;-599,52;;Аптеки
23.03.2026 00:00:00;CH Payment BLR MINSK PHARMACY "ZETA";-1 225,64;BYN;23.03.2026;0,00;-1 225,64;;Магазины одежды
23.02.2026 00:00:00;CH Payment BLR MINSK MARKET "ETA";-2 139,13;BYN;23.02.2026;0,00;-2 139,13;;Денежные переводы
23.02.2026 00:00:00;CH Debit BLR MINSK SUPERMARKET "BETA";-2 119,55;BYN;23.02.2026;0,00;-2 119,55;;Прочее
22.04.2026 11:25:44;CH Debit BLR MINSK SERVICE "THETA";-1 938,06;BYN;22.04.2026;0,00;-1 938,06;;Магазины продуктовые
22.04.2026 00:00:00;Retail BLR MINSK TRANSPORT "KAPPA";-360,54;BYN;22.04.2026;0,00;-360,54;;Коммунальные услуги
22.04.2026 00:00:00;CH Payment BLR MINSK SUPERMARKET "BETA";-1 421,21;BYN;22.04.2026;0,00;-1 421,21;;Транспорт - Такси
22.04.2026 00:00:00;Retail BLR MINSK RESTAURANT "EPSILON";-48,33;BYN;22.04.2026;0,00;-48,33;;Ресторация / бары / кафе
22.03.2026 00:00:00;CH Payment BLR MINSK ONLINE SHOP "IOTA";-2 174,03;BYN;22.03.2026;0,00;-2 174,03;;Аптеки
22.03.2026 00:00:00;Retail BLR MINSK ONLINE SHOP "IOTA";-731,95;BYN;22.03.2026;0,00;-731,95;;Прочее
22.03.2026 00:00:00;Retail BLR MINSK PHARMACY "ZETA";-2 239,93;BYN;22.03.2026;0,00;-2 239,93;;Магазины хозтоваров
22.02.2026 00:00:00;CH Payment BLR MINSK CAFE "GAMMA";-1 827,78;BYN;22.02.2026;0,00;-1 827,78;;Транспорт - Такси
21.05.2026 00:00:00;Retail BLR MINSK STORE "DELTA";-2 779,17;BYN;21.05.2026;0,00;-2 779,17;;Прочее
21.05.2026 00:00:00;Retail BLR MINSK INTERNETBANK;-1 230,53;BYN;21.05.2026;0,00;-1 230,53;;Магазины одежды
21.04.2026 00:00:00;Retail BLR MINSK MOBILE BANK;-478,43;BYN;21.04.2026;0,00;-478,43;;Прочее
21.04.2026 00:00:00;CH Debit BLR MINSK ONLINE SHOP "IOTA";-2 297,68;BYN;21.04.2026;0,00;-2 297,68;;Транспорт - Такси
21.04.2026 00:00:00;Retail BLR MINSK SERVICE "THETA";-837,51;BYN;21.04.2026;0,00;-837,51;;Магазины хозтоваров
21.04.2026 00:00:00;CH Debit BLR MINSK PHARMACY "ZETA";-1 992,22;BYN;21.04.2026;0,00;-1 992,22;;Цифровые товары
21.03.2026 22:36:05;CH Debit BLR MINSK PHARMACY "ZETA";-336,49;BYN;21.03.2026;0,00;-336,49;;Транспорт - Такси
21.03.2026 00:00:00;Retail BLR MINSK STORE "DELTA";-570,50;BYN;21.03.2026;0,00;-570,50;;Коммунальные услуги
21.03.2026 00:00:00;Retail BLR MINSK RESTAURANT "EPSILON";-2 817,22;BYN;21.03.2026;0,00;-2 817,22;;Денежные переводы
21.03.2026 00:00:00;CH Debit BLR MINSK SUPERMARKET "BETA";-221,40;BYN;21.03.2026;0,00;-221,40;;Коммунальные услуги
20.05.2026 00:00:00;CH Debit BLR MINSK PHARMACY "ZETA";-1 431,46;BYN;20.05.2026;0,00;-1 431,46;;Прочее
20.05.2026 00:00:00;CH Debit BLR MINSK CAFE "GAMMA";-1 729,16;BYN;20.05.2026;0,00;-1 729,16;;Цифровые товары
20.04.2026 00:00:00;CH Payment BLR MINSK TRANSPORT "KAPPA";-504,20;BYN;20.04.2026;0,00;-504,20;;Магазины одежды
20.03.2026 00:00:00;CH Debit BLR MINSK STORE "DELTA";-2 280,21;BYN;20.03.2026;0,00;-2 280,21;;Цифровые товары
19.05.2026 00:00:00;Retail BLR MINSK RESTAURANT "EPSILON";-2 631,24;BYN;19.05.2026;0,00;-2 631,24;;Коммунальные услуги
19.04.2026 00:00:00;CH Payment BLR MINSK MOBILE BANK;-856,46;BYN;19.04.2026;0,00;-856,46;;Цифровые товары
19.04.2026 00:00:00;Retail BLR MINSK PHARMACY "ZETA";-2 009,51;BYN;19.04.2026;0,00;-2 009,51;;Аптеки
19.04.2026 00:00:00;CH Debit BLR MINSK MARKET "ETA";-326,10;BYN;19.04.2026;0,00;-326,10;;Денежные переводы
19.04.2026 00:00:00;CH Debit BLR MINSK SERVICE "THETA";-982,73;BYN;19.04.2026;0,00;-982,73;;Денежные переводы
19.04.2026 00:00:00;CH Payment BLR MINSK MARKET "ETA";-1 870,15;BYN;19.04.2026;0,00;-1 870,15;;Магазины одежды
19.03.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-2 611,69;BYN;19.03.2026;0,00;-2 611,69;;Цифровые товары
19.03.2026 00:00:00;Retail BLR MINSK TRANSPORT "KAPPA";-1 313,84;BYN;19.03.2026;0,00;-1 313,84;;Прочее
19.03.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-2 461,83;BYN;19.03.2026;0,00;-2 461,83;;Аптеки
18.05.2026 11:59:16;CH Payment BLR MINSK RESTAURANT "EPSILON";-865,03;BYN;18.05.2026;0,00;-865,03;;Магазины хозтоваров
18.05.2026 00:00:00;CH Debit BLR MINSK INTERNETBANK;-705,08;BYN;18.05.2026;0,00;-705,08;;Транспорт - Такси
18.03.2026 14:00:33;Retail BLR MINSK TRANSPORT "KAPPA";-1 156,20;BYN;18.03.2026;0,00;-1 156,20;;Аптеки
17.05.2026 00:00:00;CH Payment BLR MINSK STORE "DELTA";-631,02;BYN;17.05.2026;0,00;-631,02;;Магазины одежды
17.04.2026 18:34:53;CH Debit BLR MINSK SUPERMARKET "BETA";-750,17;BYN;17.04.2026;0,00;-750,17;;Цифровые товары
17.04.2026 00:00:00;CH Payment BLR MINSK CAFE "GAMMA";-11,63;BYN;17.04.2026;0,00;-11,63;;Аптеки
17.04.2026 00:00:00;CH Payment BLR MINSK MARKET "ETA";-2 990,84;BYN;17.04.2026;0,00;-2 990,84;;Магазины хозтоваров
17.03.2026 16:14:37;Retail BLR MINSK STORE "DELTA";-363,89;BYN;17.03.2026;0,00;-363,89;;Денежные переводы
17.03.2026 00:00:00;CH Debit BLR MINSK MOBILE BANK;-257,75;BYN;17.03.2026;0,00;-257,75;;Магазины хозтоваров
16.05.2026 20:35:13;CH Payment BLR MINSK CAFE "GAMMA";-731,46;BYN;16.05.2026;0,00;-731,46;;Транспорт - Такси
16.05.2026 00:00:00;Retail BLR MINSK RESTAURANT "EPSILON";-2 498,68;BYN;16.05.2026;0,00;-2 498,68;;Коммунальные услуги
16.05.2026 00:00:00;Retail BLR MINSK PHARMACY "ZETA";-1 801,63;BYN;16.05.2026;0,00;-1 801,63;;Коммунальные услуги
16.04.2026 00:00:00;Retail BLR MINSK SERVICE "THETA";-2 642,66;BYN;16.04.2026;0,00;-2 642,66;;Магазины продуктовые
16.03.2026 09:43:55;Retail BLR MINSK ONLINE SHOP "IOTA";-171,58;BYN;16.03.2026;0,00;-171,58;;Ресторация / бары / кафе
16.03.2026 00:00:00;CH Debit BLR MINSK SERVICE "THETA";-2 237,25;BYN;16.03.2026;0,00;-2 237,25;;Денежные переводы
15.05.2026 00:00:00;CH Debit BLR MINSK TRANSPORT "KAPPA";-172,44;BYN;15.05.2026;0,00;-172,44;;Цифровые товары
15.04.2026 21:43:49;CH Debit BLR MINSK INTERNETBANK;-2 933,86;BYN;15.04.2026;0,00;-2 933,86;;Аптеки
15.03.2026 00:00:00;Retail BLR MINSK PHARMACY "ZETA";-2 306,03;BYN;15.03.2026;0,00;-2 306,03;;Аптеки
15.03.2026 00:00:00;CH Payment BLR MINSK SUPERMARKET "BETA";-1 093,30;BYN;15.03.2026;0,00;-1 093,30;;Денежные переводы
15.03.2026 00:00:00;CH Payment BLR MINSK MOBILE BANK;-1 395,16;BYN;15.03.2026;0,00;-1 395,16;;Аптеки
14.05.2026 00:00:00;CH Debit BLR MINSK ONLINE SHOP "IOTA";-1 054,09;BYN;14.05.2026;0,00;-1 054,09;;Цифровые товары
14.05.2026 00:00:00;CH Payment BLR MINSK TRANSPORT "KAPPA";-1 475,75;BYN;14.05.2026;0,00;-1 475,75;;Магазины продуктовые
14.04.2026 00:00:00;CH Payment BLR MINSK TRANSPORT "KAPPA";-631,34;BYN;14.04.2026;0,00;-631,34;;Денежные переводы
14.04.2026 00:00:00;CH Debit BLR MINSK SHOP "ALPHA";-138,93;BYN;14.04.2026;0,00;-138,93;;Денежные переводы
14.04.2026 00:00:00;CH Payment BLR MINSK STORE "DELTA";-349,25;BYN;14.04.2026;0,00;-349,25;;Ресторация / бары / кафе
14.03.2026 00:00:00;CH Payment BLR MINSK INTERNETBANK;-1 835,42;BYN;14.03.2026;0,00;-1 835,42;;Магазины продуктовые
14.03.2026 00:00:00;Retail BLR MINSK PHARMACY "ZETA";-2 999,72;BYN;14.03.2026;0,00;-2 999,72;;Магазины одежды
13.05.2026 10:14:24;CH Debit BLR MINSK PHARMACY "ZETA";-704,25;BYN;13.05.2026;0,00;-704,25;;Цифровые товары
13.05.2026 00:00:00;Retail BLR MINSK SERVICE "THETA";-836,15;BYN;13.05.2026;0,00;-836,15;;Цифровые товары
13.05.2026 00:00:00;CH Payment BLR MINSK INTERNETBANK;-1 243,91;BYN;13.05.2026;0,00;-1 243,91;;Транспорт - Такси
13.03.2026 00:00:00;CH Debit BLR MINSK TRANSPORT "KAPPA";-795,90;BYN;13.03.2026;0,00;-795,90;;Транспорт - Такси
13.03.2026 00:00:00;Retail BLR MINSK SUPERMARKET "BETA";-2 795,34;BYN;13.03.2026;0,00;-2 795,34;;Аптеки
13.03.2026 00:00:00;CH Debit BLR MINSK MOBILE BANK;-2 691,73;BYN;13.03.2026;0,00;-2 691,73;;Магазины хозтоваров
13.03.2026 00:00:00;CH Debit BLR MINSK PHARMACY "ZETA";-1 365,02;BYN;13.03.2026;0,00;-1 365,02;;Денежные переводы
13.03.2026 00:00:00;Retail BLR MINSK PHARMACY "ZETA";-1 366,58;BYN;13.03.2026;0,00;-1 366,58;;Транспорт - Такси
12.05.2026 00:00:00;Retail BLR MINSK ONLINE SHOP "IOTA";-2 448,25;BYN;12.05.2026;0,00;-2 448,25;;Ресторация / бары / кафе
12.05.2026 00:00:00;CH Debit BLR MINSK STORE "DELTA";-1 859,51;BYN;12.05.2026;0,00;-1 859,51;;Коммунальные услуги
12.03.2026 00:00:00;Retail BLR MINSK MOBILE BANK;-2 921,54;BYN;12.03.2026;0,00;-2 921,54;;Транспорт - Такси
12.03.2026 00:00:00;Retail BLR MINSK MARKET "ETA";-271,82;BYN;12.03.2026;0,00;-271,82;;Аптеки
12.03.2026 00:00:00;CH Payment BLR MINSK STORE "DELTA";-2 745,85;BYN;12.03.2026;0,00;-2 745,85;;Магазины одежды
11.05.2026 00:00:00;CH Debit BLR MINSK SUPERMARKET "BETA";-2 976,78;BYN;11.05.2026;0,00;-2 976,78;;Магазины одежды
11.05.2026 00:00:00;CH Debit BLR MINSK MOBILE BANK;-290,60;BYN;11.05.2026;0,00;-290,60;;Ресторация / бары / кафе
11.04.2026 00:00:00;CH Debit BLR MINSK SHOP "ALPHA";-687,92;BYN;11.04.2026;0,00;-687,92;;Прочее
11.04.2026 00:00:00;Retail BLR MINSK ONLINE SHOP "IOTA";-2 091,93;BYN;11.04.2026;0,00;-2 091,93;;Транспорт - Такси
11.03.2026 18:21:00;CH Payment BLR MINSK MARKET "ETA";-1 042,26;BYN;11.03.2026;0,00;-1 042,26;;Денежные переводы
11.03.2026 00:00:00;CH Payment BLR MINSK STORE "DELTA";-220,71;BYN;11.03.2026;0,00;-220,71;;Аптеки
11.03.2026 00:00:00;Retail BLR MINSK STORE "DELTA";-256,46;BYN;11.03.2026;0,00;-256,46;;Цифровые товары
10.05.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-1 876,92;BYN;10.05.2026;0,00;-1 876,92;;Магазины одежды
10.04.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-2 081,33;BYN;10.04.2026;0,00;-2 081,33;;Прочее
10.04.2026 00:00:00;Retail BLR MINSK SERVICE "THETA";-2 622,70;BYN;10.04.2026;0,00;-2 622,70;;Цифровые товары
10.03.2026 18:27:22;CH Debit BLR MINSK SERVICE "THETA";-729,75;BYN;10.03.2026;0,00;-729,75;;Транспорт - Такси
09.05.2026 11:58:54;CH Payment BLR MINSK MOBILE BANK;-657,30;BYN;09.05.2026;0,00;-657,30;;Магазины хозтоваров
09.05.2026 00:00:00;CH Debit BLR MINSK ONLINE SHOP "IOTA";-575,58;BYN;09.05.2026;0,00;-575,58;;Ресторация / бары / кафе
09.05.2026 00:00:00;Retail BLR MINSK TRANSPORT "KAPPA";-817,77;BYN;09.05.2026;0,00;-817,77;;Денежные переводы
09.05.2026 00:00:00;CH Payment BLR MINSK PHARMACY "ZETA";-1 144,71;BYN;09.05.2026;0,00;-1 144,71;;Аптеки
09.05.2026 00:00:00;Retail BLR MINSK TRANSPORT "KAPPA";-1 512,01;BYN;09.05.2026;0,00;-1 512,01;;Цифровые товары
09.03.2026 08:55:07;CH Payment BLR MINSK CAFE "GAMMA";-1 086,63;BYN;09.03.2026;0,00;-1 086,63;;Магазины хозтоваров
09.03.2026 00:00:00;CH Payment BLR MINSK SERVICE "THETA";-2 595,92;BYN;09.03.2026;0,00;-2 595,92;;Магазины хозтоваров
08.05.2026 00:00:00;CH Debit BLR MINSK STORE "DELTA";-1 290,78;BYN;08.05.2026;0,00;-1 290,78;;Денежные переводы
08.04.2026 00:00:00;CH Debit BLR MINSK PHARMACY "ZETA";-2 637,93;BYN;08.04.2026;0,00;-2 637,93;;Ресторация / бары / кафе
08.03.2026 00:00:00;Retail BLR MINSK TRANSPORT "KAPPA";-916,84;BYN;08.03.2026;0,00;-916,84;;Коммунальные услуги
08.03.2026 00:00:00;CH Debit BLR MINSK STORE "DELTA";-2 439,35;BYN;08.03.2026;0,00;-2 439,35;;Ресторация / бары / кафе
08.03.2026 00:00:00;CH Debit BLR MINSK MARKET "ETA";-2 010,37;BYN;08.03.2026;0,00;-2 010,37;;Прочее
07.05.2026 00:00:00;CH Payment BLR MINSK SERVICE "THETA";-400,88;BYN;07.05.2026;0,00;-400,88;;Цифровые товары
07.05.2026 00:00:00;CH Payment BLR MINSK MOBILE BANK;-947,33;BYN;07.05.2026;0,00;-947,33;;Ресторация / бары / кафе
07.04.2026 00:00:00;CH Payment BLR MINSK TRANSPORT "KAPPA";-1 021,68;BYN;07.04.2026;0,00;-1 021,68;;Аптеки
07.03.2026 00:00:00;Retail BLR MINSK ONLINE SHOP "IOTA";-1 587,81;BYN;07.03.2026;0,00;-1 587,81;;Магазины одежды
07.03.2026 00:00:00;CH Payment BLR MINSK SERVICE "THETA";-2 850,17;BYN;07.03.2026;0,00;-2 850,17;;Цифровые товары
07.03.2026 00:00:00;CH Debit BLR MINSK RESTAURANT "EPSILON";-2 592,22;BYN;07.03.2026;0,00;-2 592,22;;Денежные переводы
07.03.2026 00:00:00;Retail BLR MINSK CAFE "GAMMA";-832,55;BYN;07.03.2026;0,00;-832,55;;Цифровые товары
07.03.2026 00:00:00;CH Debit BLR MINSK TRANSPORT "KAPPA";-1 361,69;BYN;07.03.2026;0,00;-1 361,69;;Магазины одежды
06.05.2026 00:00:00;CH Payment BLR MINSK SHOP "ALPHA";-137,50;BYN;06.05.2026;0,00;-137,50;;Аптеки
06.05.2026 00:00:00;CH Payment BLR MINSK SHOP "ALPHA";-308,66;BYN;06.05.2026;0,00;-308,66;;Аптеки
06.05.2026 00:00:00;CH Payment BLR MINSK PHARMACY "ZETA";-2 728,97;BYN;06.05.2026;0,00;-2 728,97;;Прочее
06.05.2026 00:00:00;Retail BLR MINSK RESTAURANT "EPSILON";-1 593,03;BYN;06.05.2026;0,00;-1 593,03;;Аптеки
06.05.2026 00:00:00;CH Payment BLR MINSK TRANSPORT "KAPPA";-1 873,33;BYN;06.05.2026;0,00;-1 873,33;;Денежные переводы
06.03.2026 00:00:00;CH Debit BLR MINSK MARKET "ETA";-2 327,30;BYN;06.03.2026;0,00;-2 327,30;;Магазины хозтоваров
06.03.2026 00:00:00;CH Payment BLR MINSK STORE "DELTA";-78,57;BYN;06.03.2026;0,00;-78,57;;Коммунальные услуги
06.03.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-2 129,64;BYN;06.03.2026;0,00;-2 129,64;;Магазины продуктовые
05.05.2026 00:00:00;CH Debit BLR MINSK ONLINE SHOP "IOTA";-2 235,22;BYN;05.05.2026;0,00;-2 235,22;;Коммунальные услуги
05.04.2026 00:00:00;CH Debit BLR MINSK SHOP "ALPHA";-1 289,93;BYN;05.04.2026;0,00;-1 289,93;;Денежные переводы
05.04.2026 00:00:00;Retail BLR MINSK MOBILE BANK;-1 762,43;BYN;05.04.2026;0,00;-1 762,43;;Прочее
05.04.2026 00:00:00;Retail BLR MINSK SERVICE "THETA";-2 060,78;BYN;05.04.2026;0,00;-2 060,78;;Магазины одежды
04.05.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-179,85;BYN;04.05.2026;0,00;-179,85;;Коммунальные услуги
04.05.2026 00:00:00;CH Payment BLR MINSK TRANSPORT "KAPPA";-1 593,97;BYN;04.05.2026;0,00;-1 593,97;;Ресторация / бары / кафе
04.05.2026 00:00:00;CH Payment BLR MINSK MOBILE BANK;-2 580,56;BYN;04.05.2026;0,00;-2 580,56;;Прочее
04.04.2026 00:00:00;CH Payment BLR MINSK INTERNETBANK;-2 968,58;BYN;04.04.2026;0,00;-2 968,58;;Цифровые товары
04.04.2026 00:00:00;CH Debit BLR MINSK RESTAURANT "EPSILON";-1 846,93;BYN;04.04.2026;0,00;-1 846,93;;Цифровые товары
04.04.2026 00:00:00;CH Debit BLR MINSK MARKET "ETA";-2 256,28;BYN;04.04.2026;0,00;-2 256,28;;Магазины одежды
04.04.2026 00:00:00;Retail BLR MINSK STORE "DELTA";-2 824,47;BYN;04.04.2026;0,00;-2 824,47;;Коммунальные услуги
04.03.2026 00:00:00;CH Payment BLR MINSK TRANSPORT "KAPPA";-1 258,26;BYN;04.03.2026;0,00;-1 258,26;;Цифровые товары
03.05.2026 00:00:00;CH Payment BLR MINSK MARKET "ETA";-2 376,45;BYN;03.05.2026;0,00;-2 376,45;;Магазины одежды
03.05.2026 00:00:00;CH Payment BLR MINSK ONLINE SHOP "IOTA";-2 287,77;BYN;03.05.2026;0,00;-2 287,77;;Магазины продуктовые
03.05.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-2 798,03;BYN;03.05.2026;0,00;-2 798,03;;Аптеки
03.05.2026 00:00:00;CH Debit BLR MINSK SUPERMARKET "BETA";-673,51;BYN;03.05.2026;0,00;-673,51;;Цифровые товары
03.04.2026 00:00:00;CH Payment BLR MINSK CAFE "GAMMA";-1 199,56;BYN;03.04.2026;0,00;-1 199,56;;Магазины продуктовые
03.03.2026 00:00:00;CH Payment BLR MINSK RESTAURANT "EPSILON";-306,60;BYN;03.03.2026;0,00;-306,60;;Коммунальные услуги
03.03.2026 00:00:00;Retail BLR MINSK ONLINE SHOP "IOTA";-1 275,99;BYN;03.03.2026;0,00;-1 275,99;;Ресторация / бары / кафе
